product,md_one,md_two,md_three,md_four,md_five,new_srp
0421253-6,1400,0,0,0,,0
0421254-6,1400,0,0,0,,0
0421255-7,0,0,0,0,,0
0421259-6,1400,0,0,0,,0
0421262-6,1400,0,0,0,,0
0421263-6,1400,0,0,0,,0
0421265-4,900,0,0,0,,0
0421266-4,900,0,0,0,,0
0421267-4,900,0,0,0,,0
0421269-5,0,0,0,0,,0
0421270-5,0,0,0,0,,1999.75
0421271-5,0,0,0,0,,1999.75
0421273-4,0,0,0,0,,1499
0421426-2,0,0,0,0,,0
0421427-2,0,0,0,0,,0
0421428-2,0,0,0,0,,0
0421429-2,0,0,0,0,,0
0421431-2,0,0,0,0,,0
0421439-4,450,0,0,0,,0
0421440-4,450,0,0,0,,0
0421441-6,0,0,0,0,,0
0421442-6,0,0,0,0,,0
0421443-6,0,0,0,0,,0
0421498-5,0,0,0,0,,1999.75
0421499-5,0,0,0,0,,1999.75
0421501-5,0,0,0,0,,1999.75
0421505-6,1200,0,0,0,,0
0421506-6,0,0,0,0,,0
0421507-6,0,0,0,0,,0
0421866-5,1000,0,0,0,,0
0421867-5,1000,0,0,0,,0
0421868-5,1000,0,0,0,,0
0422-1,0,0,0,0,,0
0422526-8,0,0,0,0,,0
0422527-8,2300,0,0,0,,0
0422528-8,2300,0,0,0,,0
0422529-8,2300,0,0,0,,0
0422535-8,2300,0,0,0,,0
0422536-8,2300,2000,0,0,,0
0422542-9,0,0,0,0,,0
0422546-9,1500,0,0,0,,0
0422547-4,500,0,0,0,,0
0422549-4,0,0,0,0,,1499
0422550-4,0,0,0,0,,1499
0422551-4,500,0,0,0,,0
0422552-4,500,0,0,0,,0
0422555-2,0,0,0,0,,0
0422559-6,1000,0,0,0,,0
0422560-6,1000,0,0,0,,0
0422566-6,1000,0,0,0,,0
0422567-6,1000,0,0,0,,0
0422568-6,1000,0,0,0,,0
0422569-6,1000,0,0,0,,0
0422570-6,1000,0,0,0,,0
0422574-6,1000,0,0,0,,0
0422577-6,1000,0,0,0,,0
0423103-9O,0,0,0,0,,0
0423-12,0,0,0,0,,0
0424-1,0,0,0,0,,0
0425-1,0,0,0,0,,0
0426-1,0,0,0,0,,0
0426-100,0,0,0,0,,0
0427-1,0,0,0,0,,0
0428-1,0,0,0,0,,0
042840-8,0,0,0,0,,0
042841-8,0,0,0,0,,0
042842-4,0,0,0,0,,0
042843-4,0,0,0,0,,0
042844-6,0,0,0,0,,0
042845-6,0,0,0,0,,0
0429-1,0,0,0,0,,0
0431221-3,0,0,0,0,,0
0431225-3,0,0,0,0,,0
044846-5,0,0,0,0,,0
044860-5,0,0,0,0,,0
044865-5,0,0,0,0,,0
044871-9,0,0,0,0,,0
044872-9,0,0,0,0,,0
044873-9,0,0,0,0,,0
044875-9,0,0,0,0,,0
044954-4,0,0,0,0,,0
044955-4,0,0,0,0,,0
044956-4,0,0,0,0,,0
044961-4,0,0,0,0,,0
044973-4,0,0,0,0,,0
0451088-3,0,0,0,0,,0
0451090-3,0,0,0,0,,0
0451091-2,0,0,0,0,,0
0451093-2,0,0,0,0,,0
0451094-2,0,0,0,0,,0
0451095-1,0,0,0,0,,0
0451096-1,0,0,0,0,,0
0451097-1,0,0,0,0,,0
0452108-5,0,0,0,0,,0
0452695-3,0,0,0,0,,0
0452696-3,0,0,0,0,,0
0452698-3,0,0,0,0,,0
0452761-3,0,0,0,0,,0
0452762-3,0,0,0,0,,0
0452763-2,0,0,0,0,,0
0452764-2,0,0,0,0,,0
0453371-7,0,0,0,0,,0
0453372-8,0,0,0,0,,0
0453373-4,0,0,0,0,,0
0453374-4,0,0,0,0,,0
0453378-2,0,0,0,0,,0
0453379-2M,0,0,0,0,,0
045878-2,0,0,0,0,,0
0471510-4,0,0,0,0,,0
0471727-6,0,0,0,0,,0
0471728-7,0,0,0,0,,0
0471738-7,0,0,0,0,,0
0471740-13,0,0,0,0,,4999.75
0471741-13,0,0,0,0,,4999.75
0471744-5,0,0,0,0,,2299.75
0471745-4,0,0,0,0,,1999.75
0471746-4,0,0,0,0,,1999.75
0471747-4,0,0,0,0,,1999.75
0471753-5,0,0,0,0,,0
0471754-5,0,0,0,0,,0
0471756-6,0,0,0,0,,0
0471757-6,0,0,0,0,,0
0471758-6,0,0,0,0,,0
0471759-6,0,0,0,0,,0
0471760-6,0,0,0,0,,0
0471761-6,0,0,0,0,,0
0471763-6,0,0,0,0,,0
0471764-6,0,0,0,0,,0
0471765-6,0,0,0,0,,0
0471922-5,0,0,0,0,,0
0471926-5,0,0,0,0,,2299.75
0471927-5,0,0,0,0,,2299.75
0471929-6,0,0,0,0,,2799.75
0471930-6,0,0,0,0,,2799.75
0471933-8,3000,0,0,0,,0
0471933-8Bk,0,0,0,0,,0
0471934-7,2500,0,0,0,,0
0471939-6,1500,0,0,0,,2999.75
0471940-6,1500,0,0,0,,0
0471942-6,1500,0,0,0,,2999.75
0471946-7,2500,0,0,0,,0
0472226-3,0,0,0,0,,0
0472227-5,0,0,0,0,,1499
0472228-3,0,0,0,0,,0
047885-4,450,0,0,0,,0
047886-4,450,0,0,0,,0
047887-4,450,0,0,0,,0
047888-4,450,0,0,0,,0
047889-3,400,0,0,0,,0
049899-8,0,0,0,0,,0
0501033-1,0,0,0,0,,100
0501040-1,0,0,0,0,,100
0501044-1,0,0,0,0,,100
0501045-1,0,0,0,0,,100
0501-10,0,0,0,0,,0
0501-2,0,0,0,0,,0
0503-1,0,0,0,0,,0
050933-1,0,0,0,0,,150
050940-1,0,0,0,0,,150
051977-5,400,0,0,0,,0
051986-5,400,0,0,0,,0
0521575-6,0,0,0,0,,1299
0521695-6,800,0,0,0,,1599.75
0521696-6,800,0,0,0,,0
0521698-6,800,0,0,0,,0
0521708-6,800,0,0,0,,1299.75
0521715-6,800,0,0,0,,1299.75
0521718-6,800,0,0,0,,1599.75
0523335-4AB,500,200,0,0,,0
0523335-4AD,500,200,0,0,,0
0523335-4V,500,200,0,0,,0
0523335-4Z,500,200,0,0,,0
0523385-3,600,600,500,0,,0
0523469-4,0,0,0,0,,0
0523470-4,0,0,0,0,,0
0523472-4,0,0,0,0,,0
0523473-5,0,0,0,0,,1299
0523474-6,900,0,0,0,,0
0523605-5,0,0,0,0,,1799.75
0523615-12,2800,2500,0,0,,0
0523630-8,1900,1900,1800,0,,0
0523631-8,1900,1900,1800,0,,0
0523632-8,1900,1900,1800,0,,0
0523634-8,1900,1900,1800,0,,0
0523635-8,1900,1900,1800,0,,0
0523637-8,1900,1900,1800,0,,0
0523649-8A,0,0,0,0,,0
0523671-3,500,0,0,0,,0
0523677-3,500,0,0,0,,0
0523683-3,600,500,0,0,,0
0523685-3,500,0,0,0,,0
0523686-3,700,500,0,0,,0
0523688-3,600,500,0,0,,0
0523689-3,700,500,0,0,,0
0523690-3,500,0,0,0,,0
0523699-5,1000,0,0,0,,0
0523700-5,500,0,0,0,,0
0523744-6,0,0,0,0,,0
0523753-6,1200,1200,899,0,,0
0523755-6,0,0,0,0,,1299
0523757-6,1200,1200,800,0,,0
0523774-6,1200,1200,750,0,,0
0523912-7,2000,0,0,0,,0
0523933-7,2000,1200,0,0,,0
0524156-6,1500,0,0,0,,0
0524157-6,0,0,0,0,,0
0524158-6,1500,0,0,0,,0
0524159-6,1500,0,0,0,,0
0524165-12,2500,0,0,0,,2999.75
0524189-6,1500,0,0,0,,0
0524190-6,2000,0,0,0,,0
0524191-6,2000,0,0,0,,0
0524192-6,2000,0,0,0,,0
0524233-10,3000,2000,0,0,,3999.75
0524246-6,1000,0,0,0,,0
0524253-6,0,0,0,0,,0
0524258-6,0,0,0,0,,0
0531954-6,1500,0,0,0,,2299.75
0531959-6,1500,0,0,0,,2299.75
0531961-6Bk,1500,0,0,0,,2299.75
0531964-6,1500,0,0,0,,2299.75
0531965-6,1500,0,0,0,,2299.75
0531967-6,1500,0,0,0,,2299.75
0531968-6Bk,1500,0,0,0,,2299.75
0531987-6,1500,0,0,0,,2299.75
0531988-6,1500,0,0,0,,2299.75
0531989-6,1500,0,0,0,,2299.75
0532004-6,1500,0,0,0,,2299.75
0532005-6,1500,0,0,0,,2299.75
0532012-6,1500,0,0,0,,2299.75
0532097-6,1500,0,0,0,,2299.75
0532590-6,1500,0,0,0,,0
0532598-6,1500,0,0,0,,0
0532599-6,1500,0,0,0,,0
0532607-6,1500,0,0,0,,0
0532610-6,1500,0,0,0,,0
0532614-6,1500,1000,0,0,,0
0532616-6,1500,0,0,0,,0
0532618-6,1500,0,0,0,,0
0532733-6,0,0,0,0,,0
0532734-6,0,0,0,0,,0
0532735-8,1500,0,0,0,,0
0532737-8,1500,0,0,0,,0
0532738-8,1500,0,0,0,,0
0532770-5,0,0,0,0,,0
0532771-5,0,0,0,0,,0
0532773-5,0,0,0,0,,0
0532848-6,900,0,0,0,,0
0532859-5,0,0,0,0,,0
0532864-8,1500,0,0,0,,0
0532867-8,1500,0,0,0,,0
0532868-8,1500,0,0,0,,0
0542254-8,0,0,0,0,,0
0542256-8,0,0,0,0,,0
0542264-7,1500,0,0,0,,0
0542265-7,1500,0,0,0,,0
0542266-7,1500,0,0,0,,0
0542276-10,0,0,0,0,,0
0542277-10,0,0,0,0,,0
0542278-10,0,0,0,0,,0
0542279-10,0,0,0,0,,0
0542750-5,700,0,0,0,,0
0542751-5,0,0,0,0,,0
0542823-7,0,0,0,0,,0
0542827-7,0,0,0,0,,0
0542830-7,0,0,0,0,,0
0542876-4,0,0,0,0,,0
0542885-4,0,0,0,0,,0
0552676-6,0,0,0,0,,0
0552946-5,0,0,0,0,,1795
0552947-5,1000,0,0,0,,1795
0552951-5,1000,0,0,0,,1795
0552952-5,0,0,0,0,,1795
0552954-5,1500,0,0,0,,1795
0552955-5,0,0,0,0,,1795
0552956-5,1000,0,0,0,,1795
0552957-5,1000,0,0,0,,1795
0552959-5,0,0,0,0,,1795
0552964-5,1000,0,0,0,,1795
0552970-5,0,0,0,0,,1799.75
0553105-7,1200,0,0,0,,0
0553106-7,1200,0,0,0,,0
0553107-7,1500,1200,0,0,,0
0553108-7,1500,1200,0,0,,0
0553109-6,1500,1200,0,0,,0
0553110-6,1500,1200,0,0,,0
0553111-6,1500,1200,0,0,,0
0553112-6,1500,1200,0,0,,0
0553113-6,1500,1200,0,0,,0
0553114-7,1500,1200,0,0,,0
0553236-3,800,0,0,0,,0
0553262-3,800,500,0,0,,0
0553263-3,800,0,0,0,,0
0553264-3,800,0,0,0,,0
0553269-3,0,0,0,0,,1299
0553290-6,2000,0,0,0,,2995
0553291-6,2000,0,0,0,,2995
0553292-6,2000,0,0,0,,2995
0553293-10,0,0,0,0,,3799.75
0553483-6,0,0,0,0,,1899.75
0553491-6,899,0,0,0,,1899.75
0553492-6,1000,0,0,0,,1899.75
0553493-6,1500,1000,1000,0,,1899.75
0553494-6,1500,1000,0,0,,1899.75
0553495-6,1500,1000,1000,0,,1899.75
0553496-6,1500,0,0,0,,1899.75
0553497-6,0,0,0,0,,1899.75
0553498-6,1500,1000,0,0,,1899.75
0553499-6,1500,0,0,0,,1899.75
0553500-6,1500,1000,0,0,,1899.75
0553534-10,0,0,0,0,,0
0553536-10,0,0,0,0,,0
0553540-10,1500,0,0,0,,0
0553541-10,0,0,0,0,,0
0553542-10,0,0,0,0,,0
0553547-10,0,0,0,0,,0
0553552-4,1000,0,0,0,,0
0553553-4,1000,0,0,0,,0
0553555-4,1000,1000,0,0,,0
0553556-4,1000,0,0,0,,0
0553557-4,0,0,0,0,,0
0553558-4,1000,0,0,0,,0
0553559-4,1000,0,0,0,,0
0553560-4,1000,0,0,0,,0
0553561-4,1000,0,0,0,,0
0553562-4,1500,0,0,0,,0
0553563-4,0,0,0,0,,0
0553564-4,1000,0,0,0,,0
0553565-4,0,0,0,0,,0
0553567-4,1000,0,0,0,,0
0553568-4,1500,1000,1000,0,,0
0553569-4,1000,0,0,0,,0
0553570-4,1500,0,0,0,,0
0553968-8,2000,1200,0,0,,0
0553969-8,1800,1200,0,0,,0
0553991-6,1500,0,0,0,,0
0553992-6,0,0,0,0,,0
0553995-6,0,0,0,0,,0
0553998-7,0,0,0,0,,0
0554011-7,0,0,0,0,,0
0554019-7,1200,0,0,0,,0
0554020-7,1500,800,0,0,,0
0554020-7-32,0,0,0,0,,0
0554021-7,1500,0,0,0,,0
0554023-7,1800,1500,1200,0,,0
0554025-7,0,0,800,0,,0
0554026-7,1500,1200,0,0,,0
0554028-7,1200,2299.75,0,0,,0
0554029-7,0,0,0,0,,0
0554030-7,1500,1200,0,0,,0
0554031-7,0,0,0,0,,0
0554170-10,4000,0,0,0,,0
0554171-10,4000,2000,0,0,,0
0554304-6,2000,1999.88,0,0,,0
0554309-9,2800,0,0,0,,0
0554311-8,0,0,0,0,,0
0573738-3,0,0,0,0,,0
1011030-8NF,7995,6500,0,0,,7999.75
1011094-1,2000,0,0,0,,0
1011131-3,4000,3200,3000,3000,,0
1011131-6NF,4995,4500,0,0,,0
1011133-4,10000,0,0,0,,0
1011133-4NF,7995,0,0,0,,7999.75
1011141-3,3300,2995,0,0,,0
1011153-2,2000,0,0,0,,0
1011160-3,2300,0,0,0,,0
1011168-4,8000,5000,0,0,,0
1011174-2,2000,0,0,0,,0
1011184-3,2300,0,0,0,,0
1011201-4,10000,7995,6000,0,,0
101122-1,0,0,0,0,,0
1011235-6,10400,7500,8000,7995,,0
1011239-2,2300,0,0,0,,0
1011243-8,0,0,0,0,,0
1011245-8NF,7995,0,0,0,,7999.75
1011342-4,2500,1995,0,0,,0
1011348-2,1000,0,0,0,,0
1011565-4,2750,0,0,0,,0
101179-2,3000,1995,0,0,,0
1011802-9,7995,0,0,0,,0
1011816-7NF,4995,4500,0,0,,4999.75
1011878-4,4000,2995,2500,0,,0
1011942-4,2300,0,0,0,,0
1011945-3,2000,0,0,0,,0
1011993-3NF,7995,4000,0,0,,0
1011998-5,10000,9100,6000,4995,,0
1012025-10,0,0,0,0,,0
1012036-1,1300,0,0,0,,1299
1012038-1,1300,0,0,0,,1299
1012039-1,995,0,0,0,,1499.75
1012040-1,1300,0,0,0,,1299
1012042-1,1300,0,0,0,,1299
1012043-1,1300,0,0,0,,1299
1012044-1,1300,0,0,0,,1299
1012045-1,1300,0,0,0,,1299
1012046-1,1300,0,0,0,,1299
1012047-1,1300,0,0,0,,1299
1012075-2,2800,0,0,0,,0
1012081-1,995,0,0,0,,999.75
1012083-4,10000,7995,0,0,,0
1012126-8,10000,7995,7995,0,,12950
1012137-2,0,0,0,0,,999.75
1012233-13,9995,0,0,0,,0
1012303-10,10500,7700,8000,7500,,8995
1012304-10NF,7995,5000,0,0,,7999.75
1012319-3,0,0,0,0,,0
1012365-5,0,0,0,0,,0
1012370-5,2800,1995,0,0,,0
101241-7NF,7995,4500,0,0,,0
101260-2,1995,0,0,0,,0
1012720-2,900,500,0,0,,0
1012721-2,900,500,0,0,,0
1012722-2,900,650,0,0,,0
1012723-2,900,650,0,0,,0
1012724-2,900,650,0,0,,0
1012725-2,900,650,0,0,,0
1012726-2,900,650,0,0,,0
1012727-2,650,0,0,0,,0
1012729-2,900,650,0,0,,0
1012730-2,900,650,499.75,495,,0
1012732-2,650,0,0,0,,0
1012733-2,650,0,0,0,,0
1012781-4,3000,2000,1900,0,,0
1012789-6NF,1995,0,0,0,,0
1012793-4,1700,0,0,0,,0
1012808-9,7500,0,0,0,,0
1012813-7,5000,0,0,0,,12000
10128-2,3300,2250,2299.75,2995,,0
1012824-9,12000,7995,0,0,,0
1012828-5,2500,0,0,0,,0
1012855-4,3800,3000,2995,2500,,0
1012867-5,4995,0,0,0,,4999.75
1012872-6,4995,0,0,0,,6999.75
1012880-6,0,0,0,0,,0
1012893-5,2300,2000,0,0,,0
1012933-1,0,0,0,0,,0
1013106-4,1995,0,0,0,,0
10132-2,3000,1995,0,0,,0
1013431-11,10500,10000,7995,0,,0
1013431-6NF,6000,7995,3000,0,,0
1013432-10,8000,7995,7000,5000,,0
1013434-12,13000,10500,7995,0,,0
1013437-8,8000,7995,0,0,,8995
1013471-8NF,7995,0,0,0,,9999.75
1013583-5,4500,4000,4995,3000,,0
1013606-10,0,0,0,0,,0
1014150-2,0,0,0,0,,0
1014169-4,4000,2650,2499.75,2995,,0
1016503-3,1995,0,0,0,,3999.75
1016615-3,995,0,0,0,,0
1016664-4,1995,0,0,0,,0
101683-1,1300,0,0,0,,1299
101685-1,1300,0,0,0,,1299
1017164-5,7995,4500,0,0,,7999.75
1017166-5,4995,0,0,0,,4999.75
1017169-6,7995,0,0,0,,7999.75
101735-11,13000,12000,9995,9995,,0
101788-2,2000,0,0,0,,0
101791-2,0,0,0,0,,0
101795-2,0,0,0,0,,0
101798-2,1500,0,0,0,,1999.75
101799-2,1995,0,0,0,,0
101815-2,0,0,0,0,,0
101826-1,1995,0,0,0,,1799.75
101922-2,0,0,0,0,,0
101924-2,0,0,0,0,,0
101988-5,0,0,0,0,,0
10205-2,0,0,0,0,,0
1021110-4,6000,4000,4995,0,,0
1022012-1,900,0,0,0,,0
1022014-1,900,0,0,0,,0
1022015-1,900,499.75,495,0,,0
1022016-1,900,0,0,0,,0
1022019-1,900,499.75,495,0,,0
1022020-1,900,0,0,0,,0
1022021-1,900,0,0,0,,0
1022022-1,900,0,0,0,,0
1022085-3,6800,6000,4000,2995,,0
1022097-3,4995,0,0,0,,0
102229-2,2450,0,0,0,,0
1023001-9,0,0,0,0,,0
1023002-6,0,0,0,0,,0
1023003-3,0,0,0,0,,0
1023004-6,0,0,0,0,,0
1023005-14,0,0,0,0,,0
1023006-16,0,0,0,0,,0
1023007-4.5,0,0,0,0,,0
1023008-3.5,0,0,0,0,,0
1023009-9,0,0,0,0,,0
1023010-6,0,0,0,0,,0
1023011-7,0,0,0,0,,0
1023012-9,0,0,0,0,,0
1023013-9.75,0,0,0,0,,0
1023014-9.5,0,0,0,0,,0
1023015-10,0,0,0,0,,0
1023016-10,0,0,0,0,,0
1023017-13,0,0,0,0,,0
102396-2,995,500,0,0,,0
102397-2,0,0,0,0,,699.75
102400-2,0,0,0,0,,1499
102412-2,995,400,0,0,,0
102687-1,1250,0,0,0,,0
102718-2,0,0,0,0,,0
1041024-1,995,0,0,0,,1599.75
1041101-3,6000,0,0,0,,0
1041115-2,0,0,0,0,,0
1041124-3,2995,2500,0,0,,0
1041129-2,2150,2199.75,1995,0,,0
1041136-5,5600,7000,4995,4000,,0
1041254-5,3000,0,0,0,,0
1041334-7,1995,0,0,0,,2999.75
1041370-1,400,0,0,0,,0
1041371-2,0,0,0,0,,1499
1041534-5,3500,2999.75,3500,0,,0
1041535-5,0,0,0,0,,3999.75
1041536-5,4900,0,0,0,,0
1041564-4,0,0,0,0,,0
104158-2,0,0,0,0,,0
1041613-7,1995,0,0,0,,1999.75
1041617-7,1995,0,0,0,,1999.75
1041655-2,0,0,0,0,,0
1041920-3,0,0,0,0,,0
1041969-6,0,0,0,0,,0
1041993-5,9000,8000,7995,0,,0
1042010-2,3000,1750,2000,1995,,0
1042035-10,7995,0,0,0,,0
1042090-5,7995,0,0,0,,0
1042113-4,5600,4000,2995,2995,,0
1042116-2,3000,0,0,0,,0
1042234-8,12000,10000,8995,7995,,0
1042235-9,10000,8000,7995,0,,0
104238-2,4995,0,0,0,,4799.75
104239-2,0,0,0,0,,0
104243-1,2995,0,0,0,,2299.75
1042806-11,15200,9999.75,7995,0,,0
1042816-15,18400,0,0,0,,0
1042860-6,10400,6000,9999.75,5000,,0
1042886-2,0,2500,3000,2995,,0
1042934-1,0,0,0,0,,0
1043105-4,995,0,0,0,,0
104321-2,0,0,0,0,,0
1043347-20,0,0,0,0,,0
104349-2,2995,0,0,0,,3399.75
104360-1,2995,0,0,0,,1999.75
1043637-5,1995,0,0,0,,0
1044148-11,13300,10000,7995,0,,0
1044152-2,1995,0,0,0,,1999.75
1044153-2,1400,0,0,0,,0
1044162-2,0,0,0,0,,0
1044163-2,0,0,0,0,,0
1044175-2,1750,1250,1299.75,995,,0
1044180-3,0,0,0,0,,0
104699-10,12995,10000,0,0,,0
104707-9,0,0,0,0,,0
104732-4,5600,5000,0,0,,0
104955-6,0,0,0,0,,0
1051255-4,4800,3400,0,0,,0
1051340-4,2000,0,0,0,,0
1051382-2,0,0,0,0,,0
1051616-4,1400,995,0,0,,0
1052004-1,0,0,0,0,,0
1052005-1,0,0,0,0,,0
1052006-1,0,0,0,0,,1799.75
105209-2,0,0,0,0,,0
1052117-4,0,0,0,0,,0
105258-1,1900,0,0,0,,0
1053100-5,1995,1000,0,0,,1999.75
105340-5,0,0,0,0,,0
1056618-6,2995,0,0,0,,0
105738-3,1995,0,0,0,,1899.75
105761-2,0,0,0,0,,2999.75
105763-1,0,0,0,0,,2999.75
105767-4,4000,4995,0,0,,0
105769-2,1150,0,0,0,,0
105770-1,1250,0,0,0,,0
105771-3,4000,4995,4000,0,,0
105772-3,4995,0,0,0,,4399.75
105773-3,5600,4000,4995,4000,,0
105950-2,900,0,0,0,,0
1061144-3,1995,1500,0,0,,1999.75
1061187-7,7000,6000,7995,0,,0
1061205-2,1050,750,699.75,0,,0
1061581-1,400,350,0,0,,0
1062091-4,2150,0,0,0,,0
1062092-4,2150,0,0,0,,0
1062093-4,0,0,0,0,,0
1062094-4,3850,0,0,0,,0
1062237-8,4995,0,0,0,,0
1063103-6,2995,2500,0,0,,0
1063179-21,14400,10000,9995,0,,0
1063372-13,0,0,0,0,,0
1066665-2,0,0,0,0,,0
1066666-2,0,0,0,0,,0
1066668-3,0,0,0,0,,0
1066671-3,0,0,0,0,,0
106670-1,1250,0,0,0,,0
1076376-10,0,0,0,0,,0
1076379-15,0,0,0,0,,0
1086026-10BK,7000,6000,4500,0,,7995
1086026-10WH,7000,6000,4500,4000,,7995
1086027-10BK,7000,6000,4500,0,,7995
1086027-10WH,7000,6000,4500,4000,,7995
1086028-10BK,6000,4995,4500,4000,,7995
1086028-10WH,7000,6000,4500,0,,7995
1086029-10BK,8000,6000,4497.5,0,,0
1086030-10BK,8000,6000,4500,0,,0
1086031-9BK,8000,6500,5000,0,,0
1086031-9WH,8000,6500,0,0,,0
1086032-9BK,8000,6500,5000,0,,0
1086032-9WH,8000,6500,0,0,,0
1086202-10BKA,7500,5000,0,0,,9995
1086202-10BKC,7500,0,0,0,,9995
1086202-10WH,7500,5499.75,0,0,,9995
1086202-10WHA,7500,0,0,0,,9995
1086202-10WHB,7500,0,0,0,,9995
1086202-10WHC,7500,6000,0,0,,9995
1086265-4,3000,2000,0,0,,3995
1086265-6O,0,0,0,0,,3995
11-01002-47,0,0,0,0,,0
11-02004-35,0,0,0,0,,0
111049-2,995,0,0,0,,1499.75
111050-2,1500,0,0,0,,0
111051-2,1500,0,0,0,,0
1111017-2,0,0,0,0,,0
1111114-3NF,0,0,0,0,,0
1112080-1,1150,0,0,0,,0
1112857-5,4500,2995,0,0,,0
1112861-7,9100,7995,0,0,,0
111385-3,4800,0,0,0,,0
111530-2,1150,0,0,0,,0
111570-2,2000,0,0,0,,0
111715-2,2150,0,0,0,,0
111715-3NF,1995,1200,0,0,,0
111820-2,1500,0,0,0,,1299.75
1122001-1,0,0,0,0,,0
1122002-1,0,0,0,0,,0
1122003-1,0,0,0,0,,0
1122004-1,0,0,0,0,,0
1122006-2,0,0,0,0,,0
1122007-1,0,0,0,0,,0
1122008-1,0,0,0,0,,0
1123017-1,0,0,0,0,,0
1123018-1,0,0,0,0,,0
1123019-1,0,0,0,0,,0
1123020-1,0,0,0,0,,0
1123021-1,0,0,0,0,,0
1123022-1,0,0,0,0,,0
1123023-1,0,0,0,0,,0
1123024-1,0,0,0,0,,0
1123025-1,0,0,0,0,,0
1123026-1,0,0,0,0,,0
1123027-1,0,0,0,0,,0
1123028-1,0,0,0,0,,0
1123029-1,0,0,0,0,,0
1123030-1,0,0,0,0,,0
1123031-1,0,0,0,0,,0
1123032-1,0,0,0,0,,0
1123033-1,0,0,0,0,,0
1123034-1,0,0,0,0,,0
1123035-2,0,0,0,0,,0
1123036-2,0,0,0,0,,0
1123037-1,0,0,0,0,,0
1123038-1,0,0,0,0,,0
1123039-1,0,0,0,0,,0
1123040-1,0,0,0,0,,0
1123041-1,0,0,0,0,,0
1123042-1,0,0,0,0,,0
1123043-1,0,0,0,0,,0
1123044-1,0,0,0,0,,0
1123045-1,0,0,0,0,,0
1123046-1,0,0,0,0,,0
1123047-1,0,0,0,0,,0
1123048-1,0,0,0,0,,0
1123049-1,0,0,0,0,,0
1123050-1,0,0,0,0,,0
1123051-1,0,0,0,0,,0
1123052-1,0,0,0,0,,0
1123053-1,0,0,0,0,,0
1123054-1,0,0,0,0,,0
1123055-1,0,0,0,0,,0
1123056-1,0,0,0,0,,0
1123057-1,0,0,0,0,,0
1123058-1,0,0,0,0,,0
1123059-1,0,0,0,0,,0
1123060-1,0,0,0,0,,0
1123061-1,0,0,0,0,,0
1123062-1,0,0,0,0,,0
1123063-1,0,0,0,0,,0
1123064-1,0,0,0,0,,0
1123065-1,0,0,0,0,,0
1123066-1,0,0,0,0,,0
1123067-1,0,0,0,0,,0
1123068-1,0,0,0,0,,0
1123069-1,0,0,0,0,,0
1123070-1,0,0,0,0,,0
1123071-1,0,0,0,0,,0
1123072-1,0,0,0,0,,0
1123073-1,0,0,0,0,,0
1123074-1,0,0,0,0,,0
1123075-1,0,0,0,0,,0
1123076-1,0,0,0,0,,0
1123077-2,0,0,0,0,,0
1123078-1,0,0,0,0,,0
1123079-1,0,0,0,0,,0
1123080-1,0,0,0,0,,0
1123081-1,0,0,0,0,,0
1123082-1,0,0,0,0,,0
1123083-1,0,0,0,0,,0
1123084-1,0,0,0,0,,0
1123085-1,0,0,0,0,,0
1123086-1,0,0,0,0,,0
1123087-1,0,0,0,0,,0
1123088-1,280,0,0,0,,0
1123089-1,280,0,0,0,,0
1123090-1,280,0,0,0,,0
1123091-1,280,0,0,0,,0
1123092-1,280,0,0,0,,0
1123093-1,280,0,0,0,,0
1123094-1,280,0,0,0,,0
1123095-1,280,0,0,0,,0
1123096-1,280,200,0,0,,0
1123097-1,280,200,0,0,,0
1123098-1,280,200,0,0,,0
1123099-1,280,0,0,0,,0
1123100-1,280,0,0,0,,0
1123101-1,280,0,0,0,,0
1123102-1,280,0,0,0,,0
1123104-1,0,0,0,0,,0
1123105-1,0,0,0,0,,0
1123106-1,0,0,0,0,,0
1123107-1,0,0,0,0,,0
1123108-1,0,0,0,0,,0
1123109-1B,0,0,0,0,,0
1123109-1W,0,0,0,0,,0
1123112-1B,0,0,0,0,,0
1123112-1W,0,0,0,0,,0
1123113-1B,0,0,0,0,,0
1123113-1W,0,0,0,0,,0
1123116-1B,0,0,0,0,,0
1123116-1W,0,0,0,0,,0
1123117-1B,0,0,0,0,,0
1123117-1W,0,0,0,0,,0
1123120-1B,0,0,0,0,,0
1123120-1W,0,0,0,0,,0
1123121-3,0,0,0,0,,0
1123122-1,0,0,0,0,,0
1123122-1L,0,0,0,0,,0
1123122-1M,0,0,0,0,,0
1123123-2,0,0,0,0,,0
1123124-1,0,0,0,0,,0
1123125-2,0,0,0,0,,0
1123126-1,0,0,0,0,,0
1123127-1,0,0,0,0,,0
1123128-1,0,0,0,0,,0
1123129-1,0,0,0,0,,0
1123130-1,0,0,0,0,,0
1123131-1,0,0,0,0,,0
1123132-1,0,0,0,0,,0
1123133-1,0,0,0,0,,0
1123134-1,0,0,0,0,,0
1123135-1,0,0,0,0,,0
1123136-1,0,0,0,0,,0
1123137-1,0,0,0,0,,0
1123138-1,0,0,0,0,,0
1123139-1,0,0,0,0,,0
1123140-2,0,0,0,0,,0
1123141-1,0,0,0,0,,0
1123142-1,0,0,0,0,,0
1123143-1,0,0,0,0,,0
1123144-1,0,0,0,0,,0
1123145-1,0,0,0,0,,0
