id,Order Reference,Delivery Date,Product,Customer,Quantity,Unit Price,Description,Product Category,Weight,Salesperson,Type of Payment,Invoice Status,Order Status,Delivery Quantity,Barcode SKU,Subtotal,Variant SKU,Spatio Description
,SO 00372,5/31/2023 8:00,14224-1-205,Rustan's FS 1120 House,6,150,14224-1-205,Floral,,Inventory Audit,,Fully Invoiced,sale,6,,900,,
,SO 00371,6/27/2023 8:00,M1640-12,Fiesta Home Lipa,1,"3,999.75",M1640-12,Quadro - Mirror,7.05,Receivable Officer,30 days From Counter Date,Fully Invoiced,sale,1,,"3,999.75",M1640-12,
,SO 00371,6/27/2023 8:00,M21030-34,Fiesta Home Lipa,1,"12,999.00",M21030-34,Quadro - Mirror,19.65,Receivable Officer,30 days From Counter Date,Fully Invoiced,sale,1,,"12,999.00",M21030-34,
,SO 00371,6/27/2023 8:00,M1705-12,Fiesta Home Lipa,2,"3,999.75",M1705-12,Quadro - Mirror,7.3,Receivable Officer,30 days From Counter Date,Fully Invoiced,sale,2,,"7,999.50",M1705-12,
,SO 00370,5/9/2023 8:00,M1919-34,Fiesta Home Lipa,1,"12,950.00",M1919-34,Quadro - Mirror,23.55,Receivable Officer,30 days From Counter Date,Fully Invoiced,sale,1,,"12,950.00",,
,SO 00352,6/30/2023 8:00,T21074-1,HD Ortigas,2,499.75,T21074-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,2,,999.5,T21074-1,harmony n homes candle holder 13x23cm
,SO 00352,6/30/2023 8:00,20-03013-1,HD Ortigas,1,"2,000.00",20-03013-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"2,000.00",20-03013-1,harmony n homes candle holder 13x23cm
,SO 00352,6/30/2023 8:00,06029-400,HD Ortigas,2,100,06029-400,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,2,,200,06029-400,
,SO 00352,6/30/2023 8:00,06029-414,HD Ortigas,2,100,06029-414,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,2,,200,06029-414,
,SO 00352,6/30/2023 8:00,SW21154-11,HD Ortigas,1,"5,999.75",SW21154-11,Quadro - Wall Art,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,"5,999.75",SW211554-8,
,SO 00352,6/30/2023 8:00,T1706-2,HD Ortigas,2,450,T1706-2,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,900,T1706-2,
,SO 00352,6/30/2023 8:00,M22006-8,HD Ortigas,1,"2,999.00",M22006-8,Quadro - Mirror,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,"2,999.00",M22006-8,
,SO 00352,6/30/2023 8:00,M22002-5,HD Ortigas,1,999,M22002-5,Quadro - Mirror,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,999,M22002-5,
,SO 00352,6/30/2023 8:00,T21084-2,HD Ortigas,1,"2,299.75",T21084-2,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"2,299.75",T21084-2,
,SO 00352,6/30/2023 8:00,T21126-1,HD Ortigas,1,199.75,T21126-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,199.75,T21126-1,
,SO 00352,6/30/2023 8:00,T21127-1,HD Ortigas,1,199.75,T21127-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,199.75,T21127-1,
,SO 00352,6/30/2023 8:00,T21184-1,HD Ortigas,1,299.75,T21184-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,299.75,T21184-1,
,SO 00352,6/30/2023 8:00,T21190-1,HD Ortigas,1,299.75,T21190-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,299.75,T21190-1,
,SO 00352,6/30/2023 8:00,T21192-1,HD Ortigas,1,299.75,T21192-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,299.75,T21192-1,
,SO 00352,6/30/2023 8:00,T21087-1,HD Ortigas,1,399.75,T21087-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,399.75,T21087-1,
,SO 00352,6/30/2023 8:00,T21056-1,HD Ortigas,1,499.75,T21056-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,499.75,T21056-1,
,SO 00352,6/30/2023 8:00,T21132-1,HD Ortigas,1,299.75,T21132-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,299.75,T21132-1,
,SO 00352,6/30/2023 8:00,T21129-1,HD Ortigas,2,299.75,T21129-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,2,,599.5,T21129-1,
,SO 00352,6/30/2023 8:00,T21118-1,HD Ortigas,1,799.75,T21118-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,799.75,T21118-1,
,SO 00352,6/30/2023 8:00,T21116-1,HD Ortigas,2,799.75,T21116-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"1,599.50",T21116-1,
,SO 00352,6/30/2023 8:00,T21141-1,HD Ortigas,2,299.75,T21141-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,2,,599.5,T21141-1,
,SO 00352,6/30/2023 8:00,09350-140,HD Ortigas,2,450,09350-140,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,900,09350-140,
,SO 00352,6/30/2023 8:00,09262-1-801,HD Ortigas,1,350,09262-1-801,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,350,09262-1-801,
,SO 00352,6/30/2023 8:00,09347-140,HD Ortigas,1,400,09347-140,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,400,09347-140,
,SO 00352,6/30/2023 8:00,20003-1-403,HD Ortigas,9,60,20003-1-403,Floral,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,9,,540,,
,SO 00352,6/30/2023 8:00,06028-414,HD Ortigas,3,100,06028-414,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,3,,300,06028-414,
,SO 00352,6/30/2023 8:00,T16108-1,HD Ortigas,2,150,T16108-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,300,T16108-1,
,SO 00352,6/30/2023 8:00,T16290-1,HD Ortigas,3,100,T16290-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,300,T16290-1,
,SO 00352,6/30/2023 8:00,14129-1-406,HD Ortigas,6,299.75,14129-1-406,Floral,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,6,,"1,798.50",,
,SO 00355,6/30/2023 8:00,06028-400,HD Commonwealth,2,100,06028-400,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,2,,200,06028-400,
,SO 00355,6/30/2023 8:00,06028-403,HD Commonwealth,1,100,06028-403,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,100,06028-403,
,SO 00355,6/30/2023 8:00,06029-400,HD Commonwealth,1,100,06029-400,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,100,06029-400,
,SO 00355,6/30/2023 8:00,06030-403,HD Commonwealth,1,100,06030-403,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,100,06030-403,
,SO 00355,6/30/2023 8:00,06030-434,HD Commonwealth,1,100,06030-434,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,100,06030-434,
,SO 00355,6/30/2023 8:00,W1975-4,HD Commonwealth,1,800,W1975-4,Quadro - Wall Art,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,800,W1975-4,
,SO 00355,6/30/2023 8:00,M22005-6,HD Commonwealth,1,"1,999.00",M22005-6,Quadro - Mirror,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,"1,999.00",M22005-6,
,SO 00355,6/30/2023 8:00,M22004-6,HD Commonwealth,1,"1,999.00",M22004-6,Quadro - Mirror,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,"1,999.00",M22004-6,
,SO 00355,6/30/2023 8:00,T21127-1,HD Commonwealth,1,199.75,T21127-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,199.75,T21127-1,
,SO 00353,6/30/2023 8:00,T21073-1,HD Balintawak,2,399.75,T21073-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,799.5,T21073-1,harmony n homes candle holder  11x17cm
,SO 00353,6/30/2023 8:00,T21042-1,HD Balintawak,1,"1,999.75",T21042-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"1,999.75",T21042-1,
,SO 00353,6/30/2023 8:00,T21152-1,HD Balintawak,3,199.75,T21152-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,599.25,T21152-1,
,SO 00353,6/30/2023 8:00,T21189-1,HD Balintawak,3,299.75,T21189-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,899.25,T21189-1,
,SO 00353,6/30/2023 8:00,TS18209-1PK,HD Balintawak,1,650,TS18209-1PK,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,650,TS18209-1PK,
,SO 00353,6/30/2023 8:00,T18216-1,HD Balintawak,1,700,T18216-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,700,T18216-1,
,SO 00354,6/30/2023 8:00,06030-400,HD Alabang,1,100,06030-400,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,100,06030-400,
,SO 00354,6/30/2023 8:00,06030-414,HD Alabang,1,100,06030-414,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,100,06030-414,
,SO 00354,6/30/2023 8:00,T1978-2,HD Alabang,1,"1,999.75",T1978-2,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"1,999.75",T1978-2,harmony n homes candle holder 14x50cm
,SO 00354,6/30/2023 8:00,T1979-1,HD Alabang,1,"1,799.75",T1979-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"1,799.75",T1979-1,harmony n homes candle holder 12x40cm
,SO 00354,6/30/2023 8:00,T15305-1,HD Alabang,2,999.75,T15305-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"1,999.50",T15305-1,
,SO 00354,6/30/2023 8:00,T21042-1,HD Alabang,1,"1,999.75",T21042-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"1,999.75",T21042-1,
,SO 00354,6/30/2023 8:00,T21153-1,HD Alabang,2,199.75,T21153-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,399.5,T21153-1,
,SO 00354,6/30/2023 8:00,T21152-1,HD Alabang,1,199.75,T21152-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,199.75,T21152-1,
,SO 00354,6/30/2023 8:00,T21188-1,HD Alabang,1,299.75,T21188-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,299.75,T21188-1,
,SO 00354,6/30/2023 8:00,T21192-1,HD Alabang,1,299.75,T21192-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,299.75,T21192-1,
,SO 00354,6/30/2023 8:00,T21151-1,HD Alabang,2,299.75,T21151-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,599.5,T21151-1,
,SO 00354,6/30/2023 8:00,09347-140,HD Alabang,1,400,09347-140,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,Fully Invoiced,sale,1,,400,09347-140,
,SO 00354,6/30/2023 8:00,T1979-1,HD Alabang,1,"1,799.75",T1979-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"1,799.75",T1979-1,harmony n homes candle holder 12x40cm
,SO 00354,6/30/2023 8:00,T15306-1,HD Alabang,2,999.75,T15306-1,Quadro - Table Décor,,MPC Prep Staff,30 days From Counter Date,To Invoice,sale,0,,"1,999.50",T15306-1,
,SO 00364,6/30/2023 8:00,T16271-1,RDS Alabang,1,899.75,T16271-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,899.75,T16271-1,
,SO 00364,6/30/2023 8:00,T21135-1,RDS Alabang,1,199,T21135-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,199,T21135-1,
,SO 00364,6/30/2023 8:00,T21136-1,RDS Alabang,1,199.75,T21136-1,Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,199.75,T21136-1,
,SO 00364,6/30/2023 8:00,T21137-1,RDS Alabang,2,199.75,T21137-1,Quadro - Table Décor,11,MPC Prep Staff,,To Invoice,sale,0,,399.5,,
,SO 00364,6/30/2023 8:00,T21147-1,RDS Alabang,1,299.75,T21147-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,299.75,T21147-1,
,SO 00364,6/30/2023 8:00,T1979-1,RDS Alabang,1,800,T1979-1,Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,800,T1979-1,harmony n homes candle holder 12x40cm
,SO 00364,6/30/2023 8:00,T1978-2,RDS Alabang,1,900,T1978-2,Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,900,T1978-2,harmony n homes candle holder 14x50cm
,SO 00364,6/30/2023 8:00,T21129-1,RDS Alabang,1,299,T21129-1,Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,299,T21129-1,
,SO 00364,6/30/2023 8:00,T21089-1,RDS Alabang,3,79,T21089-1,Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,3,,237,T21089-1,
,SO 00364,6/30/2023 8:00,T21191-1,RDS Alabang,1,299,T21191-1,Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,299,T21191-1,
,SO 00364,6/30/2023 8:00,1223003-1,RDS Alabang,1,329,1223003-1,Quadro - Table Décor,0.5,MPC Prep Staff,,To Invoice,sale,0,,329,,
,SO 00363,6/30/2023 8:00,M1703-19,RDS Ermita,1,"6,999.75",M1703-19,Quadro - Mirror,11.65,MPC Prep Staff,,Fully Invoiced,sale,1,,"6,999.75",M1703-19,
,SO 00363,6/30/2023 8:00,T15317-1,RDS Ermita,2,329.75,T15317-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,659.5,T15317-1,
,SO 00363,6/30/2023 8:00,T21057-1,RDS Ermita,2,499.75,T21057-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,999.5,,
,SO 00363,6/30/2023 8:00,T21059-1,RDS Ermita,2,499.75,T21059-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,999.5,T21059-1,
,SO 00363,6/30/2023 8:00,M22001-5,RDS Ermita,3,999,M22001-5,Quadro - Mirror,,MPC Prep Staff,,Fully Invoiced,sale,3,,"2,997.00",M22001-5,
,SO 00363,6/30/2023 8:00,T21141-1,RDS Ermita,1,299,T21141-1,Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,299,T21141-1,
,SO 00363,6/30/2023 8:00,T21153-1,RDS Ermita,2,199,T21153-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,398,T21153-1,
,SO 00363,6/30/2023 8:00,T21089-1,RDS Ermita,1,79,T21089-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,79,T21089-1,
,SO 00363,6/30/2023 8:00,T21162-1,RDS Ermita,2,149,T21162-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,298,T21162-1,
,SO 00363,6/30/2023 8:00,1223002-1,RDS Ermita,1,329,1223002-1,Quadro - Table Décor,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,329,,
,SO 00363,6/30/2023 8:00,1223013-1,RDS Ermita,1,699,1223013-1,Quadro - Table Décor,1.6,MPC Prep Staff,,Fully Invoiced,sale,1,,699,,
,SO 00363,6/30/2023 8:00,1223020-1,RDS Ermita,1,329,1223020-1,Quadro - Table Décor,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,329,,
,SO 00366,6/30/2023 8:00,1322023-9,Magic Urdaneta,1,"2,799.00",1322023-9,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,799.00",1322023-9,
,SO 00366,6/30/2023 8:00,W21602-2,Magic Urdaneta,1,199,W21602-2,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,199,W21602-2,
,SO 00366,6/30/2023 8:00,W21603-2,Magic Urdaneta,1,199,W21603-2,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,199,,
,SO 00366,6/30/2023 8:00,T21152-1,Magic Urdaneta,1,200,T21152-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,200,T21152-1,
,SO 00366,6/30/2023 8:00,1122004-1,Magic Urdaneta,1,"1,999.00",1122004-1,Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,999.00",,
,SO 00366,6/30/2023 8:00,1322029-9,Magic Urdaneta,1,"2,799.00",1322029-9,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,799.00",1322029-9,
,SO 00366,6/30/2023 8:00,1322056-8,Magic Urdaneta,1,"3,999.00",1322056-8,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"3,999.00",,
,SO 00366,6/30/2023 8:00,SW21724-12,Magic Urdaneta,1,"3,999.00",SW21724-12,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"3,999.00",SW21724-12,
,SO 00366,6/30/2023 8:00,W21453-2,Magic Urdaneta,1,299,W21453-2,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,299,,
,SO 00366,6/30/2023 8:00,W21489-2,Magic Urdaneta,1,199,W21489-2,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,199,W21489-2,
,SO 00366,6/30/2023 8:00,W21604-2,Magic Urdaneta,1,199,W21604-2,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,199,W21604-2,
,SO 00365,6/30/2023 8:00,W21017-10,Magic San Carlos,1,"2,800.00",W21017-10,Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,800.00",W21017-10,
,SO 00365,6/30/2023 8:00,T21058-1,Magic San Carlos,1,500,T21058-1,Quadro - Table Décor,,MPC Prep Staff,,To Invoice,sale,0,,500,T21058-1,
,SO 00362,5/31/2023 8:00,T15219-1,Rustan's FS Shangrila,1,"1,999.75",T15219-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,999.75",T15219-1,
,SO 00362,5/31/2023 8:00,A1556-1,Rustan's FS Shangrila,1,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,1,,49.5,A1556-1,
,SO 00361,5/15/2023 8:00,A1556-1,Rustan's FS Shangrila,8,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,8,,396,A1556-1,
,SO 00361,5/15/2023 8:00,T1920-1,Rustan's FS Shangrila,1,399.75,T1920-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,399.75,T1920-1,
,SO 00361,5/15/2023 8:00,T16270-1,Rustan's FS Shangrila,1,400,T16270-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,400,T16270-1,
,SO 00361,5/15/2023 8:00,T16266-1,Rustan's FS Shangrila,1,350,T16266-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,350,T16266-1,
,SO 00360,5/31/2023 8:00,14223-1-304,Rustan's FS Makati,2,129.75,14223-1-304,Floral,,Inventory Audit,,Fully Invoiced,sale,2,,259.5,,
,SO 00360,5/31/2023 8:00,23030-1-304,Rustan's FS Makati,5,135,23030-1-304,Floral,,Inventory Audit,,Fully Invoiced,sale,5,,675,,
,SO 00360,5/31/2023 8:00,A1556-1,Rustan's FS Makati,9,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,9,,445.5,A1556-1,
,SO 00360,5/31/2023 8:00,09195-1-801,Rustan's FS Makati,1,"1,499.75",09195-1-801,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,499.75",09195-1-801,
,SO 00360,5/31/2023 8:00,T1920-1,Rustan's FS Makati,3,399.75,T1920-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,199.25",T1920-1,
,SO 00360,5/31/2023 8:00,T1921-1,Rustan's FS Makati,8,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"3,198.00",,
,SO 00360,5/31/2023 8:00,A1556-1,Rustan's FS Makati,30,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,30,,"1,485.00",A1556-1,
,SO 00360,5/31/2023 8:00,T1921-1,Rustan's FS Makati,1,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,399.75,,
,SO 00360,5/31/2023 8:00,A1556-1,Rustan's FS Makati,17,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,17,,841.5,A1556-1,
,SO 00360,5/31/2023 8:00,T1921-1,Rustan's FS Makati,3,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,199.25",,
,SO 00359,5/15/2023 8:00,A1556-1,Rustan's FS Makati,7,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,7,,346.5,A1556-1,
,SO 00359,5/15/2023 8:00,23030-1-304,Rustan's FS Makati,5,135,23030-1-304,Floral,,Inventory Audit,,Fully Invoiced,sale,5,,675,,
,SO 00359,5/15/2023 8:00,A1556-1,Rustan's FS Makati,56,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,56,,"2,772.00",A1556-1,
,SO 00359,5/15/2023 8:00,T1920-1,Rustan's FS Makati,5,399.75,T1920-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,998.75",T1920-1,
,SO 00359,5/15/2023 8:00,T1921-1,Rustan's FS Makati,23,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"9,194.25",,
,SO 00359,5/15/2023 8:00,14224-1-205,Rustan's FS Makati,1,150,14224-1-205,Floral,,Inventory Audit,,Fully Invoiced,sale,1,,150,,
,SO 00359,5/15/2023 8:00,A1556-1,Rustan's FS Makati,60,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,60,,"2,970.00",A1556-1,
,SO 00359,5/15/2023 8:00,T1920-1,Rustan's FS Makati,24,399.75,T1920-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"9,594.00",T1920-1,
,SO 00359,5/15/2023 8:00,T1921-1,Rustan's FS Makati,22,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"8,794.50",,
,SO 00359,5/15/2023 8:00,T1921-1,Rustan's FS Makati,1,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,399.75,,
,SO 00359,5/15/2023 8:00,09196-1-801,Rustan's FS Makati,1,"2,199.75","09196-1-801
Cylinder Glass Vase Medium",Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"2,199.75",,
,SO 00358,5/31/2023 8:00,T1920-1,Rustan's FS Cebu,2,399.75,T1920-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,799.5,T1920-1,
,SO 00358,5/31/2023 8:00,T1921-1,Rustan's FS Cebu,2,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,799.5,,
,SO 00358,5/31/2023 8:00,A1556-1,Rustan's FS Cebu,7,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,7,,346.5,A1556-1,
,SO 00357,5/31/2023 8:00,A1556-1,Rustan's FS Alabang Town Center,2,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,2,,99,A1556-1,
,SO 00356,5/15/2023 8:00,A1556-1,Rustan's FS Alabang Town Center,34,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,34,,"1,683.00",A1556-1,
,SO 00356,5/15/2023 8:00,T1920-1,Rustan's FS Alabang Town Center,19,399.75,T1920-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"7,595.25",T1920-1,
,SO 00356,5/15/2023 8:00,T1921-1,Rustan's FS Alabang Town Center,22,399.75,T1921-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"8,794.50",,
,SO 00356,5/15/2023 8:00,A1556-1,Rustan's FS Alabang Town Center,3,49.5,A1556-1,Quadro - Accessories,50g,Inventory Audit,,Fully Invoiced,sale,3,,148.5,A1556-1,
,SO 00351,6/24/2023 8:00,T21109-1,Rustan's DS Shangrila,1,"1,250.00",T21109-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,250.00",T21109-1,
,SO 00351,6/24/2023 8:00,T21110-1,Rustan's DS Shangrila,1,"1,750.00",T21110-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,750.00",T21110-1,
,SO 00350,6/22/2023 8:00,T1948-1,Rustan's DS Shangrila,1,"6,350.00",T1948-1,Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"6,350.00",T1948-1,
,SO 00349,6/29/2023 8:00,T18151-1,Rustan's DS Makati,1,"1,450.00",T18151-1,Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"1,450.00",T18151-1,
,SO 00348,6/19/2023 8:00,T18151-1,Rustan's DS Makati,1,"1,450.00",T18151-1,Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"1,450.00",T18151-1,
,SO 00347,6/18/2023 8:00,T21103-1,Rustan's DS Makati,1,945,T21103-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,945,T21103-1,
,SO 00346,6/17/2023 8:00,T1960-1,Rustan's DS Makati,1,"4,350.00",T1960-1,Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"4,350.00",T1960-1,
,SO 00346,6/17/2023 8:00,T18207-1,Rustan's DS Makati,2,745,T18207-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,"1,490.00",T18207-1,
,SO 00346,6/17/2023 8:00,T18208-1,Rustan's DS Makati,1,725,T18208-1,Quadro - Table Décor,,Inventory Audit,,To Invoice,sale,0,,725,T18208-1,
,SO 00345,6/12/2023 8:00,T18151-1,Rustan's DS Makati,1,"1,450.00",T18151-1,Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"1,450.00",T18151-1,
