id,Product/Name,Partner Store,Location/Full Location Name,Quantity
,X15196-7,,SRWH/Stock,1.00
,X15196-9,,SRWH/Stock,3.00
,X15197-10,,SRWH/Stock,1.00
,X15197-12,,SRWH/Stock,3.00
,X15197-7,,SRWH/Stock,1.00
,X15197-9,,SRWH/Stock,1.00
,X17145-9,,SRWH/Stock,5.00
,X17146-9,,SRWH/Stock,2.00
,X19488-3,,K2/Packing Zone,10.00
,X19493-4,,K2/Packing Zone,10.00
,X19509-2,,K2/Packing Zone,10.00
,X19512-3,,K2/Packing Zone,4.00
,W19227-8,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W1923-8,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W18151-10,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1376381-13,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,M1721-12,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,M1665-10,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,1041124-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,WS19122-7,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,WS19128-7,Dominga Warehouse,DOM/Stock/Pull-out Area,5.00
,C1809-4,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,0573842-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,A1612-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T21058-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,TS21098-1,Dominga Warehouse,DOM/Stock/Pull-out Area,14.00
,T21101-1,Dominga Warehouse,DOM/Stock/Pull-out Area,4.00
,T21191-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1PL19008-13,Dominga Warehouse,DOM/Stock/Pull-out Area,37.00
,1PL19012-11.5,Dominga Warehouse,DOM/Stock/Pull-out Area,65.00
,1PL19007-14,Dominga Warehouse,DOM/Stock/Pull-out Area,15.00
,C1508-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,17-05057-16,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1PL19016-14,Dominga Warehouse,DOM/Stock/Pull-out Area,34.00
,TS1854-1,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,1322069-10,Dominga Warehouse,DOM/Stock,0.00
,T18169-1WH,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,M1526-9,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,TS18180-1BK,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W16258-6,Dominga Warehouse,DOM/Stock/Pull-out Area,5.00
,0373140-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0553567-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0573839-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RW16326-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1221128-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,D15133-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,D16592-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RD15242-10,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,RD15248-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RD15249-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RD15257-6,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,RD15259-6,Dominga Warehouse,DOM/Stock/Pull-out Area,4.00
,RD16393-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RD16398-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RD16410-4,Dominga Warehouse,DOM/Stock/Pull-out Area,3.00
,RM600,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0523649-8A,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0523933-7,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W19114-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RW15374-4,Dominga Warehouse,DOM/Stock/Pull-out Area,7.00
,RW16317-9,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RW16322-11,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,M1749-9,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0373146-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1175804-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W19193-13,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1175643-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W1823-11,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1206135-9,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W16474-7,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W1711-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W19112-6,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,D1531-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1206070-3BL,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0531964-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1771934-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,5021163-11,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1792920-11RD,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,8621320-20,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RW15371-13,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,171182-6NF,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0301885-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,057339-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1791979-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RD15253-9,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1203869-7,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W1717-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W1766-6,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W19202-13,Dominga Warehouse,DOM/Stock/Pull-out Area,0.00
,W19276-8,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,F1673-8,Dominga Warehouse,DOM/Stock/Pull-out Area,3.00
,F1672-8,Dominga Warehouse,DOM/Stock/Pull-out Area,6.00
,14316-200,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
