Name,Product Category,Subcategory,Size X,Cost,Sales Price,Sales Description,CSS Expiry Date
C1834-6,Quadro - Clock,Clock,1,0,"3,999.75",Metal - Wall Clock,
C1835-11,Quadro - Clock,,1,0,"12,000.00",Ceramic - Hardware-Clock,
C1836-2,Quadro - Clock,Clock,1,0,"3,999.88",Imported Alloy - Clock W/ Leather (M),
C1837-5,Quadro - Clock,Clock,1,0,"4,999.88",Imported Alloy - Clock W/ Leather (L),
C1838-4,Quadro - Clock,Clock,1,0,"7,999.75",Imported Alloy - Clock (M),
C1838-5,Quadro - Clock,Clock,1,0,"4,999.88",Imported Alloy - Clock (L),
C1840-12,Quadro - Clock,Clock,1,0,"9,999.75",Metal - Wall Clock,
C1843-6,Quadro - Clock,Clock,1,0,"3,999.75",Metal - Wall Clocks  ,
C1848-2,Quadro - Clock,Clock,1,0,"1,299.75",Metal - Wall Clocks  ,
C1854-1,Quadro - Clock,Clock,1,0,"1,299.75",Metal Wall Clocks,
C1901-3,Quadro - Clock,Clock,1,0,"2,299.75",Metal - Wall Clocks  ,
C1902-8,Quadro - Clock,,1,0,"1,500.00",Metal - Wall Clock,
C1904-6,Quadro - Clock,Clock,1,0,"2,000.00",Metal Wall clock,
C1906-6,Quadro - Clock,Clock,1,0,"2,400.00",Metal - Wall Clock,
C1908-2,Quadro - Clock,Clock,1,0,999.75,Metal - Hanging/Table Clock,
C1909-6,Quadro - Clock,,1,0,"2,200.00",Wooden Clock ,
C1910-6,Quadro - Clock,,1,0,"2,200.00",Wooden Clock ,
C1911-5,Quadro - Clock,Clocks,1,0,"2,799.75",Iron Wall Clock,
C1912-4,Quadro - Clock,Clock,1,0,"2,799.75",Metal - Whirlwind Wall Clock,
C1913-6,Quadro - Clock,,1,0,"2,200.00",Wooden Clock ,
C1914-6,Quadro - Clock,,1,0,"2,200.00",Wooden Clock ,
C1915-10,Quadro - Clock,Clock,1,0,"7,999.75",Wall Clock,
C1916-9,Quadro - Clock,Clock,1,0,"3,999.75",Wall Clock,
C1917-10,Quadro - Clock,Clock,1,0,"8,999.75",Vintage wall clock,
C1919-5,Quadro - Clock,Clock,1,0,"2,799.75",Wall Clock,
C1920-8,Quadro - Clock,Clock,1,0,"7,999.75",Wall Clock,
C1921-8,Quadro - Clock,Clock,1,0,"7,999.75",Wall Clock,
C20001-10,Quadro - Clock,Clock,1,0,"3,999.75",Iron Wall Clock,
C20002-9,Quadro - Clock,,1,0,"4,999.75",Iron Wall Clock,
C20005-10,Quadro - Clock,,1,0,"4,999.75",Mdf Wall Clock,
C20006-10,Quadro - Clock,Clock,1,0,"6,999.75",Solid Wood - Wall Clock,
C20008-10,Quadro - Clock,Clock,1,0,"5,999.75",Mdf Wall Clock,
C20009-2,Quadro - Clock,Iron,1,0,"1,499.75",Iron Table Clock,
C20010-3,Quadro - Clock,Iron,1,0,"2,999.75",Iron Table Clock Camera,
C20011-1,Quadro - Clock,Steel,1,0,"4,999.75",Steel/Alum Table Clock Full Nkl Finish,
C20012-1,Quadro - Clock,Brass,1,0,"4,999.75",Brass Table Clocks 6 Sb Finish,
C20013-1,Quadro - Clock,Brass,1,0,"2,999.75",Brass/Alum/Steel Table Clock 4 Sb/Nkl Finish,
C20014-1,Quadro - Clock,Clock,1,0,899.75,Metal - Vintage Clock,
C20015-1,Quadro - Clock,Clock,1,0,899.75,Metal Vintage Clock,
C20016-1,Quadro - Clock,Clock,1,0,899.75,Metal - Vintage Clock,
C20017-1,Quadro - Clock,Clock,1,0,"1,799.75",Metal Vintage Clock,
C20018-1,Quadro - Clock,,1,0,"1,799.75",Metal - Vintage Clock,
C20019-1,Quadro - Clock,Clock,1,0,"1,799.75",Metal Vintage Clock,
C20020-1,Quadro - Clock,Clock,1,0,899.75,Metal - Vintage Clock,
C20021-1,Quadro - Clock,Clock,1,0,899.75,Metal - Vintage Clock,
C20022-8,Quadro - Clock,Clock,1,0,"3,999.75",Metal - Vintage Clock,
C21001-9,Quadro - Clock,Clock,1,0,"3,999.00",Plastic - Clock (black,
C21002-9,Quadro - Clock,Clock,1,0,"3,299.00",Plastic - Clock (black,
C21003-4,Quadro - Clock,Clock,1,0,"1,799.75",Plastic - Clock (Grey),
C21004-3,Quadro - Clock,Clock,1,0,899,Plastic - Clock (white),
C21005-3,Quadro - Clock,Clock,1,0,899,Plastic - Clock (black,
C22002-4,Quadro - Clock,,1,0,"3,999.00",Vintage Port Clock,
C22003-3,Quadro - Clock,,1,0,"3,999.00",Vintage Clock,
CCF001,Quadro - Others,,1,0,100,Clear corner protector,
CHM008-25,Quadro - Others,,1,0,250,Mini wired Hanger 25's,
CHM01,Quadro - Others,,1,0,35,PHOTO FRAME,
CHM02,Quadro - Others,,1,0,150,PHOTO FRAME,
CHM03,Quadro - Others,,1,0,100,PHOTO FRAME,
CHM04,Quadro - Others,,1,0,100,PHOTO FRAME,
CHM05,Quadro - Others,,1,0,100,PHOTO FRAME,
CHM06,Quadro - Others,,1,0,100,PHOTO FRAME,
CHM07,Quadro - Others,,1,0,150,glassware,
CHM08,Quadro - Others,,1,0,50,photo frame,
CHM09,Quadro - Others,,1,0,200,photo frame,
CHM10,Quadro - Others,,1,0,100,shawl,
CHM11,Quadro - Others,,1,0,250,candle,
CHM12,Quadro - Others,,1,0,50,gift card,
CHM13,Quadro - Others,,1,0,50,gift card,
CHM14,Quadro - Others,,1,0,50,gift card,
CHM15,Quadro - Others,,1,0,50,gift card,
CHM16,Quadro - Others,,1,0,50,gift card,
CHM17,Quadro - Others,,1,0,30,pouch,
CHM19,Quadro - Others,,1,0,50,card holder,
CHM20,Quadro - Others,,1,0,30,travelers kits,
CHM21,Quadro - Others,,1,0,30,lighter keychain ballpen,
CHM22,Quadro - Others,,1,0,100,luggage tag,
CHM23,Quadro - Others,,1,0,100,luggage tag,
CHM24,Quadro - Others,,1,0,100,bottle w/decorative,
CHM25,Quadro - Others,,1,0,100,bottle w/decorative,
CHM26,Quadro - Others,,1,0,200,bag,
CHM27,Quadro - Others,,1,0,30,photo album,
CHM28,Quadro - Others,,1,0,400,cable photo holder,
CHM29,Quadro - Others,,1,0,100,bottle,
CHM30,Quadro - Others,,1,0,50,jewerly holder,
CHM31,Quadro - Others,,1,0,200,photo clip,
CHM32,Quadro - Others,,1,0,30,wine opener,
CHM33,Quadro - Others,,1,0,10,sword,
CHM35,Quadro - Others,,1,0,100,jeep,
CHM36,Quadro - Others,,1,0,250,candle holder,
CHM37,Quadro - Others,,1,0,500,chinese bamboo,
CHM38,Quadro - Others,,1,0,50,mask fuschia,
CHM39,Quadro - Others,,1,0,50,mask red,
CHM40,Quadro - Others,,1,0,50,mask violet,
CHM41,Quadro - Others,,1,0,50,mask turquoise,
CHM42,Quadro - Others,,1,0,50,mask gold,
CHM43,Quadro - Others,,1,0,200,bignay bottle,
CHM44,Quadro - Others,,1,0,200,duhat bottle,
CHM46,Quadro - Others,,1,0,300,table runner gold2,
CHM47,Quadro - Others,,1,0,300,table runner gold3,
CHM49,Quadro - Others,,1,0,100,Fish ball,
D1511-5,Quadro - 3D,01 - Plants and Animals,1,0,"1,800.00",Thread - Art Of Threads In Floral Pattern,
D1513-13,Quadro - 3D,04 - Abstract,1,0,"14,500.00",Wood - Jewels Of Geometry,
D15152-9,Quadro - 3D,04 - Abstract,1,0,"3,000.00",Resin - Abstract,
D15164-3,Quadro - 3D,3D,1,0,"1,000.00",Resin -  Art Deco Collection,
D1517-13,Quadro - 3D,04 - Abstract,1,0,"8,475.00",Metal - Sun Burst ,
D1531-4,Quadro - 3D,3D,1,0,810,Thread - art of threads in abstract form,
D1532-4,Quadro - 3D,3D,1,0,810,Thread - Art Of Threads In Abstract Form,
D16144-5,Quadro - 3D,01 - Plants and Animals,1,0,"2,999.75",Resin - Flower W/ Vase (S),
D16145-5,Quadro - 3D,01 - Plants and Animals,1,0,"2,999.75",Resin - Flower W/ Vase (S),
D16170-6,Quadro - 3D,01 - Plants and Animals,1,0,"2,999.75",Resin - Flower W/ Vase (G),
D16176-5,Quadro - 3D,01 - Plants and Animals,1,0,"2,999.75",Resin - Flower w/ Vase (G),
D16187-5,Quadro - 3D,01 - Plants and Animals,1,0,"2,999.75",Resin - Flower W/ Vase (G),
D16256-3,Quadro - 3D,02 - Recreation,1,0,999.75,Resin - Carte Postate,
D16263-3,Quadro - 3D,02 - Recreation,1,0,500,Resin - Espresso In Roma,
D16267-3,Quadro - 3D,02 - Recreation,1,0,999.75,Resin - Cherish Every Moment Of Your Life,
D16277-3,Quadro - 3D,02 - Recreation,1,0,999.75,Resin - Lady,
D16278-3,Quadro - 3D,02 - Recreation,1,0,999.75,Resin - Lady,
D16287-8,Quadro - 3D,01 - Plants and Animals,1,0,"7,999.75",Resin - Bird'S Nest (S),
D16358-10,Quadro - 3D,,1,0,"5,500.00",Wood - Shapiro,
D16364-10,Quadro - 3D,01 - Plants and Animals,1,0,"1,800.00",Print On Glass - Lovers Tree Street,
D16373-6,Quadro - 3D,04 - Abstract,1,0,"1,000.00",Print On Glass -  Abstract,
D16374-6,Quadro - 3D,04 - Abstract,1,0,"1,200.00",Print On Glassss -  Abstract,
D16375-6,Quadro - 3D,04 - Abstract,1,0,"1,500.00",Print on glass -  abstract,
D1638-10,Quadro - 3D,01 - Plants and Animals,1,0,"2,500.00",Ceramic - Bird'S Nest,
D16382-8,Quadro - 3D,01 - Plants and Animals,1,0,"2,000.00",Acrylic - On Glass - Leaves,
D16383-8,Quadro - 3D,01 - Plants and Animals,1,0,"2,000.00",Acrylic - On Glass - Leaves,
D16391-6,Quadro - 3D,03 - Scenery,1,0,"7,299.75",Ceramic - Work Of Art,
D16397-13,Quadro - 3D,03 - Scenery,1,0,"7,497.50",Paper - Work Of Art,
D16409-10,Quadro - 3D,03 - Scenery,1,0,"5,499.88",Metal - Perpetual Abundance,
D16439-16,Quadro - 3D,01 - Plants and Animals,1,0,"4,000.00",Velour - Flowers & Birds,
D1644-4,Quadro - 3D,01 - Plants and Animals,1,0,800,Metal - Bird'S Cage,
D1645-6,Quadro - 3D,05 - Famous People and Figures,1,0,"1,500.00",Metal - Paris,
D16456-6N,Quadro - 3D,01 - Plants and Animals,1,0,"6,999.75",Metal - Floral Blooms,
D16468-5,Quadro - 3D,01 - Plants and Animals,1,0,"2,800.00",Acrylic - On Glass - Flower I,
D16478-9,Quadro - 3D,01 - Plants and Animals,1,0,"3,500.00",Velour - Lotus & Mandarin Duck,
D16490-8,Quadro - 3D,01 - Plants and Animals,1,0,"25,000.00",Gold - Plum & Orchid,
D16502-5,Quadro - 3D,01 - Plants and Animals,1,0,"2,800.00",Acrylic - On Glass - Tree Branch Iv,
D16506-5,Quadro - 3D,01 - Plants and Animals,1,0,"2,000.00",Acrylic - On Glass - Lotus Iv,
D16508-5,Quadro - 3D,01 - Plants and Animals,1,0,"3,999.00",Acrylic - On Glass - Leaves Ii,
D16509-5,Quadro - 3D,01 - Plants and Animals,1,0,"2,000.00",Acrylic - On Glass - Leaves Iii,
D16515-7,Quadro - 3D,01 - Plants and Animals,1,0,"3,999.75",Driftwood - Birds On A Perch Pillar,
D16530-9,Quadro - 3D,01 - Plants and Animals,1,0,"3,000.00",Velour - Chrysanthemum & Fishes,
D16551-13,Quadro - 3D,3D,1,0,"10,000.00",Metal - Single is bold (silver),
D1656-6,Quadro - 3D,01 - Plants and Animals,1,0,"2,000.00",Ceramic - Peacock I,
D1658-6,Quadro - 3D,01 - Plants and Animals,1,0,"1,499.00",Ceramic - Peacock Iii,
D16584-8,Quadro - 3D,04 - Abstract,1,0,"2,000.00",Print On Glass - Abstract,
D16585-8,Quadro - 3D,04 - Abstract,1,0,"2,000.00",Print On Glass - Abstract,
D16594-13,Quadro - 3D,04 - Abstract,1,0,"8,000.00",Acrylic - Intricate Luxuries,
D16599-4,Quadro - 3D,01 - Plants and Animals,1,0,"4,999.75",Frameless Resin - Angel's Wings(champagne),
D16600-4,Quadro - 3D,01 - Plants and Animals,1,0,"4,999.75",Frameless Resin - Angel's Wings(silver),
D16610-16,Quadro - 3D,04 - Abstract,1,0,"27,999.75",Paper - Jewels Of Geometry,
D16616-10,Quadro - 3D,04 - Abstract,1,0,"6,499.88",Wood - Jewels Of Goemetry,
D16617-10,Quadro - 3D,04 - Abstract,1,0,"6,499.88",Wood - Oriental Window,
D16623-13,Quadro - 3D,04 - Abstract,1,0,"11,500.00",Metal - Star Line Sunburst,
D16628-6,Quadro - 3D,04 - Abstract,1,0,"8,999.75",Acrylic - Intricate Luxuries,
D16629-6,Quadro - 3D,04 - Abstract,1,0,"8,999.75",Acrylic - Intricate Luxuries,
D16638-10GR,Quadro - 3D,04 - Abstract,1,0,"10,000.00",Pencils of the Art,
D16641-14,Quadro - 3D,03 - Scenery,1,0,"6,475.00",Wood - Work Of Art,
D16642-13,Quadro - 3D,03 - Scenery,1,0,"5,000.00",Metal - Work Of Art,
D16648-13,Quadro - 3D,3D,1,0,"4,999.88",Wood - Work Of Art,
D16650-10,Quadro - 3D,3D,1,0,"6,000.00",Clay - Bouquet Fusion,
D16651-10N,Quadro - 3D,3D,1,0,"6,000.00",Clay Bouquet fusion,
D16652-13,Quadro - 3D,3D,1,0,"4,999.88",Stone Zen - Cherry Blossom,
D16664-15,Quadro - 3D,,1,0,"10,999.00",Velour - Lotus & 2 Birds,
D16668-15,Quadro - 3D,01 - Plants and Animals,1,0,"5,000.00",Velour - Lotus,
D1676-6,Quadro - 3D,01 - Plants and Animals,1,0,"2,000.00",Ceramic - Flower Iii,
D1694-4,Quadro - 3D,3D,1,0,"1,000.00",3D Print on glass - Abstract,
D1704-2,Quadro - 3D,01 - Plants and Animals,1,0,"3,000.00",Gold Foil Painting - Bamboo,
D17100-6,Quadro - 3D,04 - Abstract,1,0,"5,999.75",Resin - Rippled Wall Décor,
D17148-8,Quadro - 3D,04 - Abstract,1,0,"1,500.00",Print On Glass - Abstract,
D17165-15,Quadro - 3D,04 - Abstract,1,0,"7,000.00",Metal - Sun Wall Décor,
D17167-6,Quadro - 3D,01 - Plants and Animals,1,0,"4,999.75",Velour - Flower & Bird,
D17173-17,Quadro - 3D,04 - Abstract,1,0,"18,995.00",Wood - Shapiro Series,
D17181-10,Quadro - 3D,04 - Abstract,1,0,"6,499.88",Wood - Jewels Of Geometry,
D17215-6,Quadro - 3D,05 - Famous People and Figures,1,0,"2,499.88",Wood - Caravan Treasure ,
D17222-6,Quadro - 3D,04 - Abstract,1,0,"4,999.75",Wood - Single is Bold,
D17239-10,Quadro - 3D,01 - Plants and Animals,1,0,"30,000.00",Copper Plate - 9 Dragon,
D17244-10,Quadro - 3D,01 - Plants and Animals,1,0,"14,999.00",Copper Plate - Cherry Blossom,
D17246-10,Quadro - 3D,01 - Plants and Animals,1,0,"14,999.00",Copper Plate - Peony,
D17252-10,Quadro - 3D,01 - Plants and Animals,1,0,"24,000.00",Copper Plate - Dragon,
D17255-10,Quadro - 3D,02 - Recreation,1,0,"14,999.00",Copper Plate - Shou,
D17257-10,Quadro - 3D,03 - Scenery,1,0,"1,500.00",Print On Glass - Sunset,
D1727-11,Quadro - 3D,01 - Plants and Animals,1,0,"30,000.00",Copper Plate - Cherry Blossom,
D17273-10,Quadro - 3D,03 - Scenery,1,0,"1,500.00",Print On Glass - Scenery,
D17274-10,Quadro - 3D,03 - Scenery,1,0,"1,500.00",Print on glass - Scenery  ,
D1728-6,Quadro - 3D,01 - Plants and Animals,1,0,"2,500.00",Velour - Peony Flower,
D17291-10,Quadro - 3D,02 - Recreation,1,0,"2,500.00",Wood - Shou,
D17297-12,Quadro - 3D,02 - Recreation,1,0,"4,000.00",Wood - Shou,
D1795-10,Quadro - 3D,04 - Abstract,1,0,"9,999.88",Agate - Deviant Pieces (Pk),
D1798-6BL,Quadro - 3D,04 - Abstract,1,0,"4,999.88",Agate - Deviant Pieces (Bl),
D18111-10,Quadro - 3D,01 - Plants and Animals,1,0,"5,000.00",Wood - Life (Silver) 80,
D18115-10,Quadro - 3D,04 - Abstract,1,0,"6,999.00",Wood - Moroccan I,
D18117-10,Quadro - 3D,04 - Abstract,1,0,"6,999.00",Wood - Moroccan Ii,
D18118-10,Quadro - 3D,04 - Abstract,1,0,"6,999.00",Wood - Moroccan Iii,
D18119-10,Quadro - 3D,04 - Abstract,1,0,"6,999.00",Wood - Moroccan Iv,
D18120-10,Quadro - 3D,04 - Abstract,1,0,"14,999.75",Wood - Single is Bold,
D18126-9,Quadro - 3D,05 - Famous People and Figures,1,0,"4,999.00",Resin - Last Supper Silver,
D18127-15,Quadro - 3D,01 - Plants and Animals,1,0,"7,000.00",Resin - Dragon Right,
D18128-15,Quadro - 3D,01 - Plants and Animals,1,0,"7,000.00",Resin - Dragon Left,
D18135-19,Quadro - 3D,04 - Abstract,1,"3,949.77","14,999.75",Wood - Frameless Circa Panel,
D18135-19G,Quadro - 3D,3D,1,0,"14,999.75",Wood - Frameless Circa Panel,
D18136-20,Quadro - 3D,04 - Abstract,1,0,"14,999.75",Wood - Frameless Circa Panel,
D18136-20G,Quadro - 3D,,1,0,"14,999.75",Wood - Frameless Circa Panel,
D18138-14,Quadro - 3D,04 - Abstract,1,"2,598.53","9,999.75",Wood - Monkey Pod Wood,
D18138-14Y,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Wood - Monkey Pod Wood - Carving,
D18141-8,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Wood - Sunburst,
D18141-8Y,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Wood - Sunburst,
D18142-8,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Wood - Sunburst,
D18142-8Y,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Wood - Sunburst,
D18143-8,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Wood - Sunburst,
D18143-8Y,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Wood - Sunburst,
D18144-6,Quadro - 3D,04 - Abstract,1,0,"4,999.00",Wood - A Silent Wheel,
D18152-10,Quadro - 3D,01 - Plants and Animals,1,0,"6,999.00",Wood - Flower,
D18156-14,Quadro - 3D,01 - Plants and Animals,1,0,"6,475.00",Frameless Metal - Anthurium Leaf,
D18160-10,Quadro - 3D,04 - Abstract,1,0,"6,999.00",Wood - Modern Circles,
D18160-10Y,Quadro - 3D,03 - Scenery,1,0,"8,999.75",Wood - Modern Circles,
D18161-10,Quadro - 3D,03 - Scenery,1,0,"6,999.75",Wood - Modern Circles,
D18161-10Y,Quadro - 3D,03 - Scenery,1,0,"6,999.75",Wood  Modern Circles,
D18162-10,Quadro - 3D,03 - Scenery,1,0,"8,999.00",Wood - Modern Circles,
D18163-10,Quadro - 3D,03 - Scenery,1,0,"6,999.75",Wood - Modern Circles,
D18172-12,Quadro - 3D,01 - Plants and Animals,1,0,"5,000.00",Metal - Branches Of Flower,
D18173-12,Quadro - 3D,01 - Plants and Animals,1,0,"9,999.00",Metal - Branches of flower,
D18174-19,Quadro - 3D,01 - Plants and Animals,1,0,"12,000.00",Metal - Crane,
D18175-12,Quadro - 3D,01 - Plants and Animals,1,0,"9,999.00",Metal - Lotus,
D18176-12,Quadro - 3D,01 - Plants and Animals,1,0,"5,000.00",Metal - Chrysanthemum,
D18183-12,Quadro - 3D,03 - Scenery,1,0,"17,999.75",Paper - work of art,
D18185-13,Quadro - 3D,02 - Recreation,1,0,"6,475.00",Wood - World Map ,
D18187-10,Quadro - 3D,04 - Abstract,1,0,"6,000.00",Wood - Rustic Gear,
D18192-12,Quadro - 3D,01 - Plants and Animals,1,0,"17,999.75",Wood -  Feathers,
D18197-22,Quadro - 3D,03 - Scenery,1,0,"11,499.88",Acrylic - Mappit Wall Décor,
D18198-13,Quadro - 3D,01 - Plants and Animals,1,0,"19,999.75",Metal - Glynne Leaf,
D18199-13,Quadro - 3D,01 - Plants and Animals,1,0,"19,999.75",Metal - Glynne leaf,
D18200-1,Quadro - 3D,03 - Scenery,1,0,899.75,Glass - Morano Crystal Scone Yl,
D18201-1,Quadro - 3D,03 - Scenery,1,0,899.75,Glass - Morano Crystal Scone Rd,
D18203-1,Quadro - 3D,04 - Abstract,1,0,500,Glass - Morano Crystal Scone Br,
D18206-1,Quadro - 3D,04 - Abstract,1,0,"1,599.75",Glass - Morano Crystal Scone Vi,
D18207-1,Quadro - 3D,04 - Abstract,1,0,"1,899.75",Glass - Morano Crystal Scone Rd,
D18208-1,Quadro - 3D,04 - Abstract,1,0,"1,200.00",Glass - Morano Crystal Scone Mc,
D18209-1,Quadro - 3D,04 - Abstract,1,0,"2,499.75",Glass - Morano Crystal Scone Bl,
D18211-1,Quadro - 3D,04 - Abstract,1,0,"2,499.75",Glass - Morano Crystal Scone Yl,
D18212-2,Quadro - 3D,04 - Abstract,1,0,"1,600.00",Glass - Morano Crystal Scone Bl,
D18214-11,Quadro - 3D,04 - Abstract,1,0,"5,999.75",Metal - Woven Wheel Art,
D18217-6,Quadro - 3D,01 - Plants and Animals,1,0,"19,999.00",Copper Plate - Nine Dragon,
D18218-6,Quadro - 3D,02 - Recreation,1,0,"19,999.00",Copper Plate - Sailing Ship,
D18219-6,Quadro - 3D,01 - Plants and Animals,1,0,"19,999.00",Copper Plate - Horses To Success,
D18222-5,Quadro - 3D,01 - Plants and Animals,1,0,"19,999.00",Copper Plate - Fish W/ Dragon Gate,
D18227-5,Quadro - 3D,01 - Plants and Animals,1,0,"10,000.00",Copper Plate - Plum & Fishes,
D18247-10,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Wood - Shapiro Series,
D18248-10,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Wood - Shapiro Series,
D18260-8,Quadro - 3D,01 - Plants and Animals,1,0,"6,999.00",Wood - Leaves,
D1828-11,Quadro - 3D,01 - Plants and Animals,1,0,"6,999.00",Metal - Fishes,
D18280-5,Quadro - 3D,01 - Plants and Animals,1,0,"3,999.75",Metal - Flowers Wall Art,
D18281-5,Quadro - 3D,01 - Plants and Animals,1,0,"3,999.75",Metal - Flowers Wall Art,
D18282-13,Quadro - 3D,01 - Plants and Animals,1,0,"4,999.00",Metal - Fern Leaf,
D18292-8,Quadro - 3D,01 - Plants and Animals,1,0,"6,999.00",Flower wall art,
D1833-11,Quadro - 3D,01 - Plants and Animals,1,0,"6,999.00",Metal - Bird patterned flocking,
D1836-7,Quadro - 3D,01 - Plants and Animals,1,0,"4,000.00",Metal - Hornbill,
D1837-7,Quadro - 3D,01 - Plants and Animals,1,0,"4,000.00",Metal - Hornbill,
D1842-16,Quadro - Wall Art,04 - Abstract,1,0,"4,500.00",Print On Glass -  W/ Leather Abstract,
D1849-3,Quadro - 3D,02 - Recreation,1,0,"3,299.75","Metal - European-style 6""",
D1850-4,Quadro - 3D,02 - Recreation,1,0,"3,799.75","Metal - European-style 7""",
D1872-20,Quadro - 3D,01 - Plants and Animals,1,0,"7,499.88",Wood - Frameless Flower,
D1878-7N,Quadro - 3D,01 - Plants and Animals,1,0,"7,999.75",Wood - orchids,
D1883-8,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Resin - Boho Black,
D1892-9,Quadro - 3D,01 - Plants and Animals,1,0,"14,999.75",Tussel - Mid Century Peacock black,
D1908-16,Quadro - 3D,01 - Plants and Animals,1,0,"12,999.00",Monstera Leaf,
D19109-13,Quadro - 3D,,1,0,"29,999.00",,
D19118-8,Quadro - 3D,01 - Plants and Animals,1,0,"3,999.75",Gold Ginkgo Leaf,
D19120-9,Quadro - 3D,01 - Plants and Animals,1,0,"3,999.88",Metal - Shapes Of Leaf ,
D19123-12,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Metal - Modern Wall Décor,
D19125-15,Quadro - 3D,04 - Abstract,1,0,"9,999.88",Wood - Nature of Wood Art,
D19126-15,Quadro - 3D,04 - Abstract,1,0,"9,999.88",Wood - Nature of Wood Art,
D19127-16,Quadro - 3D,05 - Famous People and Figures,1,0,"22,999.75",Wood - The Greek God Methology,
D19130-8,Quadro - 3D,01 - Plants and Animals,1,0,"3,999.75",Gold Ginkgo Leaf,
D19136-4,Quadro - 3D,04 - Abstract,1,0,"2,299.00",Wood Object of Desire,
D19138-4,Quadro - 3D,04 - Abstract,1,0,"2,299.00",Wood Object of Desire,
D19184-3,Quadro - 3D,04 - Abstract,1,0,"3,999.75",Agate - Deviant Pieces (Brown),
D1922-13,Quadro - 3D,04 - Abstract,1,0,"17,999.75",Wood - Abstract,
D1923-13,Quadro - 3D,04 - Abstract,1,0,"17,999.75",Wood - Abstract,
D1924-8,Quadro - 3D,04 - Abstract,1,0,"12,999.75",Acrylic - Abstract,
D1925-8,Quadro - 3D,04 - Abstract,1,0,"6,000.00",Acrylic - Abstract,
D1932-10,Quadro - 3D,04 - Abstract,1,0,"9,999.88",Feathers - Gold Dipped Decor,
D1935-13,Quadro - 3D,04 - Abstract,1,0,"19,999.75",Resin - Geometric Decor,
D1936-13,Quadro - 3D,04 - Abstract,1,0,"19,999.75",Resin - Geometric Decor,
D1941-19G,Quadro - 3D,04 - Abstract,1,0,"18,999.75",Wood - Frameless Circa Panel,
D1942-15,Quadro - 3D,01 - Plants and Animals,1,0,"14,999.00",Wood  Dancing Fish,
D1943-10,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Wood - Thousand Rays,
D1943-10G,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Wood - Thousand Rays,
D1944-20,Quadro - 3D,04 - Abstract,1,0,"14,999.75",Wood - Frameless Heart,
D1945-15G,Quadro - 3D,04 - Abstract,1,"2,572.16","9,999.75",Wood - Frameless Circa Panel,
D1946-20G,Quadro - 3D,01 - Plants and Animals,1,30,"14,999.75",Wood - Leaves,
D1948-7,Quadro - 3D,04 - Abstract,1,0,"5,999.75",Wood - Shapiro,
D1948-7G,Quadro - 3D,04 - Abstract,1,0,"5,999.75",Wood - Shapiro,
D1949-7,Quadro - 3D,04 - Abstract,1,0,"5,999.75",Wood - Shapiro Series,
D1949-7G,Quadro - 3D,04 - Abstract,1,0,"7,999.00",Shapiro Series,
D1950-10G,Quadro - 3D,04 - Abstract,1,0,0,Wood - Shapiro Series,
D1950-7,Quadro - 3D,04 - Abstract,1,0,"5,999.75",Wood - Shapiro Series,
D1950-7G,Quadro - 3D,04 - Abstract,1,0,"7,999.75",Shapiro Series,
D1951-10,Quadro - 3D,04 - Abstract,1,0,"6,999.00",Wood - Shapiro Series,
D1958-12,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Metal - Ashevile textured plate,
D1960-12,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Metal - Novae Pierced,
D1967-6,Quadro - 3D,04 - Abstract,1,0,"5,000.00",Resin - Modern Metalic Shine,
D1968-6,Quadro - 3D,04 - Abstract,1,0,"8,995.00",Resin -  Modern Metalic Shine,
D1969-10,Quadro - 3D,04 - Abstract,1,"3,736.71","14,999.00",Wood - Modern Metalic Shine,
D1971-10,Quadro - 3D,04 - Abstract,1,0,"14,999.75",Popsicle Stick - Sunburst,
D1981-15,Quadro - 3D,04 - Abstract,1,0,"24,999.75",Acrylic - Abstract (Yellow),
D1983-12,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Metal - Novae Pierced ,
D1985-12,Quadro - 3D,01 - Plants and Animals,1,0,"5,000.00",Metal - Fishes,
D1986-12,Quadro - 3D,01 - Plants and Animals,1,0,"5,000.00",Metal - Fishes,
D1987-12,Quadro - 3D,04 - Abstract,1,0,"5,000.00",Metal - Geode Wall Décor,
D1988-12,Quadro - 3D,01 - Plants and Animals,1,0,"5,000.00",Metal - Bird Patterned Flocking,
D1990-12,Quadro - 3D,04 - Abstract,1,0,"9,999.75",Metal - Woven wheel art,
D1991-12,Quadro - 3D,01 - Plants and Animals,1,0,"5,000.00",Metal - Flowers Wall Art,
